CustomerKey,SalesQuantity,UnitPrice,Education,Gender,MaritalStatus,YearlyIncome,Occupation,SalesAmount,Sum of DiscountAmount,Age
15717,122,118.0,High School,F,M,30000,Professional,13555,912,69
15737,121,117.9,High School,F,S,30000,Professional,13521,909,54
16308,69,350.9,High School,M,M,120000,Professional,22137,2072,48
16309,69,350.9,High School,F,S,120000,Professional,22137,2072,47
16325,80,413.6,High School,F,S,80000,Professional,29538,2683,52
16327,79,415.6,High School,F,S,80000,Professional,30893,2701,53
16373,121,116.2,High School,M,S,30000,Professional,13249,921,56
16374,120,116.7,High School,M,S,30000,Professional,13368,922,55
16375,121,117.8,High School,M,S,30000,Professional,13502,929,56
16376,122,116.9,High School,F,M,30000,Professional,13266,923,55
16377,121,117.5,High School,F,S,30000,Professional,13479,928,56
16378,122,117.5,High School,F,S,30000,Professional,13497,928,57
16379,121,117.7,High School,F,M,30000,Professional,13510,927,57
16523,33,324.0,High School,F,M,50000,Professional,10040,795,30
16524,34,322.8,High School,F,S,50000,Professional,10180,795,29
16643,67,369.2,High School,F,S,120000,Professional,22490,2245,42
16646,67,369.2,High School,M,M,120000,Professional,22535,2200,40
16654,122,117.1,High School,F,M,30000,Professional,13451,920,68
16684,117,117.0,High School,F,M,30000,Professional,12847,917,55
16926,70,346.1,High School,M,S,150000,Professional,22149,2080,47
16927,79,400.8,High School,M,S,100000,Professional,27599,2659,47
16929,68,350.9,High School,F,S,160000,Professional,21813,2078,48
16946,68,358.7,High School,F,S,130000,Professional,22258,2134,49
16947,68,358.7,High School,F,M,170000,Professional,22260,2132,50
16955,81,404.9,High School,F,S,80000,Professional,30034,2761,53
16956,68,358.7,High School,M,M,130000,Professional,22260,2132,52
16957,67,358.5,High School,M,M,130000,Professional,21994,2066,52
16958,67,358.5,High School,F,S,130000,Professional,21721,2066,52
16990,122,118.3,High School,M,M,30000,Professional,13378,868,56
16991,121,118.4,High School,F,S,30000,Professional,13615,871,56
16992,122,117.9,High School,F,M,30000,Professional,13456,869,56
16993,121,116.1,High School,M,S,30000,Professional,12467,864,56
16994,122,115.1,High School,M,S,30000,Professional,12995,857,56
17014,121,115.5,High School,M,M,30000,Professional,13166,863,58
17142,34,387.0,High School,M,M,50000,Professional,12115,1044,29
17143,34,394.1,High School,M,S,50000,Professional,12354,1045,27
17269,67,376.2,High School,F,S,120000,Professional,23506,1971,40
17301,121,117.1,High School,F,S,30000,Professional,13273,876,54
17302,122,116.5,High School,F,S,30000,Professional,12462,867,54
17303,123,116.9,High School,F,M,30000,Professional,13513,863,54
17878,66,363.3,High School,M,S,150000,Professional,22177,2059,46
17879,67,363.3,High School,M,M,160000,Professional,22279,2059,47
17884,66,363.3,High School,M,M,120000,Professional,20156,2059,48
17885,67,363.3,High School,F,S,170000,Professional,22279,2059,48
17887,81,419.0,High School,M,M,100000,Professional,31178,2758,49
17900,67,363.7,High School,M,M,130000,Professional,22284,2083,50
17906,79,406.8,High School,F,M,80000,Professional,29526,2627,52
17907,80,408.1,High School,M,M,80000,Professional,30326,2649,53
17968,121,116.3,High School,F,S,30000,Professional,13084,876,55
17969,122,116.7,High School,M,S,30000,Professional,13439,878,56
17970,122,117.2,High School,M,M,30000,Professional,13495,875,55
18125,33,364.7,High School,M,M,50000,Professional,11293,742,29
18275,73,367.8,High School,M,S,120000,Professional,25234,2066,42
18283,123,118.5,High School,F,M,30000,Professional,13662,909,55
18284,120,116.6,High School,M,M,30000,Professional,13225,893,54
18285,122,115.4,High School,F,S,30000,Professional,13045,889,55
457,78,311.0,Partial High School,M,M,120000,Professional,20817,3440,28
1356,78,310.9,Partial High School,F,S,120000,Professional,20804,3444,29
1359,38,500.2,Partial High School,F,M,100000,Professional,16833,2175,32
1684,78,310.9,Partial High School,F,S,120000,Professional,20808,3444,29
1685,78,310.9,Partial High School,M,M,120000,Professional,20808,3444,29
1695,75,310.9,Partial High School,M,S,120000,Professional,20447,3444,30
1700,78,310.9,Partial High School,F,M,120000,Professional,20819,3433,32
1701,78,311.0,Partial High School,F,M,110000,Professional,20823,3433,31
1702,78,311.0,Partial High School,M,M,110000,Professional,20823,3433,31
1703,78,311.0,Partial High School,F,M,110000,Professional,20824,3433,31
1704,78,311.0,Partial High School,F,M,110000,Professional,20824,3433,31
2613,70,385.5,Partial High School,F,M,130000,Professional,24021,2964,56
2644,38,492.8,Partial High School,M,S,100000,Professional,16535,2190,33
2645,38,486.2,Partial High School,F,M,100000,Professional,16289,2189,33
2646,38,487.0,Partial High School,M,S,100000,Professional,16314,2193,33
2648,78,311.0,Partial High School,M,S,120000,Professional,21083,3174,33
2649,76,311.0,Partial High School,M,S,120000,Professional,20887,3174,33
2650,77,311.0,Partial High School,F,M,110000,Professional,20974,3174,32
3207,83,401.3,Partial High School,M,M,100000,Professional,29691,3614,57
3208,68,385.5,Partial High School,M,M,110000,Professional,23946,3004,55
3232,78,311.0,Partial High School,F,M,120000,Professional,21083,3174,31
3236,38,509.6,Partial High School,M,M,100000,Professional,17150,2215,33
3238,78,311.0,Partial High School,F,M,120000,Professional,21083,3174,33
3239,77,311.0,Partial High School,M,M,120000,Professional,20996,3174,33
4120,69,391.7,Partial High School,M,M,120000,Professional,24425,2804,56
4134,77,314.5,Partial High School,M,M,120000,Professional,21300,3214,30
4152,78,314.5,Partial High School,M,M,110000,Professional,21313,3214,32
4153,77,314.5,Partial High School,F,M,110000,Professional,21300,3214,32
4154,78,311.0,Partial High School,F,M,110000,Professional,21082,3174,32
4357,70,391.6,Partial High School,F,M,120000,Professional,24629,2781,48
4358,70,394.8,Partial High School,M,M,120000,Professional,24812,2827,47
4696,70,394.8,Partial High School,M,M,150000,Professional,24808,2826,48
4714,69,391.9,Partial High School,F,M,130000,Professional,24324,2786,56
4733,77,310.9,Partial High School,F,M,120000,Professional,21272,2897,31
4734,77,311.0,Partial High School,F,M,120000,Professional,21105,2898,31
4735,37,488.3,Partial High School,F,M,100000,Professional,16325,2142,33
4736,38,487.6,Partial High School,F,M,100000,Professional,16394,2137,33
5586,70,388.2,Partial High School,M,M,170000,Professional,24172,2999,48
5604,69,390.6,Partial High School,F,M,110000,Professional,23976,2976,56
5620,78,310.9,Partial High School,F,M,120000,Professional,21342,2910,29
5636,38,497.2,Partial High School,M,M,100000,Professional,16756,2139,33
5639,76,314.7,Partial High School,M,M,110000,Professional,21242,2907,30
5640,77,314.7,Partial High School,F,S,110000,Professional,21329,2907,30
6191,69,406.9,Partial High School,F,S,120000,Professional,25042,3035,49
6226,68,406.8,Partial High School,M,M,160000,Professional,24716,3032,54
6227,69,403.0,Partial High School,M,M,130000,Professional,24825,2985,56
6249,77,314.7,Partial High School,F,M,120000,Professional,21326,2909,29
6250,77,314.8,Partial High School,M,M,120000,Professional,21330,2910,29
6251,77,314.8,Partial High School,F,M,150000,Professional,21330,2910,32
6256,38,483.1,Partial High School,F,M,100000,Professional,16203,2154,31
6259,76,314.8,Partial High School,M,M,110000,Professional,21237,2910,30
7136,69,402.8,Partial High School,M,M,120000,Professional,24814,2983,47
7140,70,397.3,Partial High School,F,M,120000,Professional,24827,2986,47
7186,71,393.0,Partial High School,F,M,110000,Professional,24863,3037,55
7187,71,393.0,Partial High School,F,M,130000,Professional,24863,3037,56
7199,77,314.9,Partial High School,M,S,120000,Professional,21333,2911,27
7205,75,314.9,Partial High School,F,M,120000,Professional,18930,2911,28
7220,77,318.3,Partial High School,F,M,120000,Professional,21556,2951,31
7221,74,287.6,Partial High School,M,M,110000,Professional,17092,2420,30
8082,82,400.0,Partial High School,F,M,100000,Professional,29914,3214,57
8083,67,362.2,Partial High School,M,M,120000,Professional,22149,2740,57
8100,76,287.6,Partial High School,F,M,120000,Professional,19169,2685,30
8104,76,287.6,Partial High School,M,M,150000,Professional,19169,2685,33
8105,37,494.7,Partial High School,F,M,100000,Professional,16135,2168,33
8925,68,366.5,Partial High School,M,M,120000,Professional,22342,2804,48
8964,76,286.0,Partial High School,M,M,120000,Professional,19076,2660,29
8965,76,286.0,Partial High School,F,S,120000,Professional,19076,2660,29
8976,36,500.3,Partial High School,F,S,100000,Professional,16083,2147,32
8978,76,285.9,Partial High School,F,S,120000,Professional,19073,2659,32
8979,76,285.9,Partial High School,M,M,110000,Professional,19073,2659,31
9599,82,422.3,Partial High School,M,M,100000,Professional,31473,3156,55
9617,74,286.4,Partial High School,F,S,120000,Professional,18748,2621,29
9622,75,286.4,Partial High School,F,M,120000,Professional,18857,2621,30
9623,75,286.4,Partial High School,M,M,120000,Professional,18857,2621,30
9629,74,286.4,Partial High School,M,S,120000,Professional,18748,2621,32
9630,75,286.3,Partial High School,F,M,120000,Professional,18853,2621,32
10561,75,289.8,Partial High School,M,M,120000,Professional,19076,2660,29
10827,68,348.7,Partial High School,F,M,120000,Professional,19890,2634,49
10870,81,405.2,Partial High School,F,M,100000,Professional,29762,3063,57
10871,70,349.6,Partial High School,F,M,130000,Professional,21853,2618,57
10891,75,289.8,Partial High School,F,M,120000,Professional,19060,2677,31
10898,75,289.8,Partial High School,M,M,110000,Professional,19060,2677,31
10899,72,289.8,Partial High School,M,M,110000,Professional,18940,2676,33
10900,75,289.8,Partial High School,F,M,110000,Professional,19060,2677,31
11800,68,346.9,Partial High School,F,M,120000,Professional,19960,2603,48
11803,70,347.4,Partial High School,F,S,120000,Professional,21708,2610,49
11835,80,407.2,Partial High School,M,M,100000,Professional,29886,2885,57
11836,79,402.9,Partial High School,M,M,100000,Professional,29698,2897,56
11837,70,365.2,Partial High School,F,S,110000,Professional,22610,2952,57
11839,70,365.4,Partial High School,M,M,130000,Professional,22596,2979,57
12651,74,286.3,Partial High School,F,M,120000,Professional,16897,2651,29
12663,33,544.9,Partial High School,F,S,100000,Professional,14355,2304,33
12664,35,534.1,Partial High School,M,M,100000,Professional,16434,2258,33
12666,74,286.3,Partial High School,F,S,120000,Professional,16767,2649,33
13541,68,349.5,Partial High School,F,M,120000,Professional,21148,2933,47
13580,80,419.5,Partial High School,M,S,100000,Professional,30831,3084,57
13581,68,351.3,Partial High School,M,M,110000,Professional,21383,2506,57
13582,67,351.3,Partial High School,M,M,130000,Professional,20203,2506,57
13583,68,351.3,Partial High School,F,M,160000,Professional,21383,2506,56
13584,67,351.3,Partial High School,M,S,170000,Professional,21349,2506,56
13610,76,286.4,Partial High School,F,M,120000,Professional,19116,2650,30
13614,35,514.6,Partial High School,F,M,100000,Professional,15681,2331,32
13615,76,286.3,Partial High School,F,M,120000,Professional,19112,2650,32
13616,75,286.3,Partial High School,M,M,110000,Professional,19025,2650,31
13841,67,347.7,Partial High School,M,M,120000,Professional,18531,2456,48
13861,68,348.3,Partial High School,M,S,170000,Professional,21537,2145,49
13884,80,408.2,Partial High School,F,S,100000,Professional,29828,2807,56
13920,35,548.7,Partial High School,M,M,100000,Professional,17017,2186,32
13922,76,286.3,Partial High School,M,S,120000,Professional,19112,2650,33
13923,73,286.3,Partial High School,F,M,120000,Professional,18973,2650,33
13924,76,286.3,Partial High School,F,M,120000,Professional,19112,2650,33
14829,35,538.4,Partial High School,M,M,100000,Professional,16685,2159,32
14831,76,286.2,Partial High School,M,M,120000,Professional,19105,2648,32
14833,75,286.3,Partial High School,M,S,110000,Professional,19094,2649,31
15421,69,354.8,Partial High School,M,S,110000,Professional,22387,2097,56
15443,76,286.3,Partial High School,F,S,120000,Professional,19108,2649,30
15445,35,535.4,Partial High School,F,S,100000,Professional,16565,2174,32
16338,70,346.2,Partial High School,F,M,150000,Professional,22156,2081,57
16355,76,285.8,Partial High School,F,S,120000,Professional,18682,3042,29
16357,76,285.8,Partial High School,F,M,120000,Professional,18682,3042,30
16369,35,541.7,Partial High School,F,M,100000,Professional,16690,2271,33
16372,75,286.3,Partial High School,F,S,110000,Professional,18696,3047,32
16928,69,350.9,Partial High School,M,M,120000,Professional,22133,2078,48
16944,69,357.9,Partial High School,F,S,120000,Professional,22542,2156,49
16945,68,358.6,Partial High School,M,S,120000,Professional,22254,2134,49
16968,67,358.0,Partial High School,F,S,170000,Professional,20164,2060,56
16983,76,286.3,Partial High School,M,S,120000,Professional,18710,3048,32
16986,34,517.8,Partial High School,F,S,100000,Professional,15939,2177,34
17888,67,363.3,Partial High School,M,S,120000,Professional,22279,2059,49
17948,75,286.2,Partial High School,M,M,120000,Professional,18619,3048,30
17949,76,286.2,Partial High School,F,S,120000,Professional,18706,3048,30
17958,75,286.3,Partial High School,F,S,120000,Professional,18696,3048,31
17961,76,285.9,Partial High School,F,M,160000,Professional,18685,3046,32
1337,70,389.7,Graduate Degree,M,S,130000,Professional,22388,3162,56
1360,77,310.9,Graduate Degree,F,M,130000,Professional,20791,3444,34
3649,39,346.7,Graduate Degree,M,S,90000,Professional,12509,1011,73
7644,71,356.4,Graduate Degree,M,M,110000,Professional,23382,1919,73
10155,38,388.4,Graduate Degree,M,M,50000,Professional,13983,777,76
10941,37,404.8,Graduate Degree,M,M,90000,Professional,14307,762,44
12209,36,399.6,Graduate Degree,F,S,50000,Professional,13823,565,80
667,41,398.9,Graduate Degree,M,M,80000,Professional,15090,1266,32
677,41,396.6,Graduate Degree,M,M,80000,Professional,15011,1252,38
684,41,379.7,Graduate Degree,M,M,80000,Professional,14344,1223,33
742,39,359.5,Graduate Degree,F,M,80000,Professional,13302,1151,43
831,41,366.9,Graduate Degree,F,M,80000,Professional,13853,1190,33
832,41,366.9,Graduate Degree,M,M,80000,Professional,13853,1190,33
885,41,370.2,Graduate Degree,F,M,80000,Professional,13994,1182,44
886,41,370.2,Graduate Degree,M,M,80000,Professional,13994,1182,43
1919,41,367.0,Graduate Degree,F,M,80000,Professional,13894,1153,32
1935,40,374.9,Graduate Degree,M,S,80000,Professional,13868,1127,33
1936,41,362.6,Graduate Degree,M,M,80000,Professional,13718,1148,33
1981,40,348.9,Graduate Degree,M,M,80000,Professional,13177,1061,43
1982,40,347.4,Graduate Degree,M,S,80000,Professional,12854,1040,43
1987,41,373.1,Graduate Degree,F,M,80000,Professional,14100,1198,45
2888,39,405.4,Graduate Degree,M,M,80000,Professional,14898,1254,33
2904,39,366.3,Graduate Degree,M,S,80000,Professional,13112,1174,34
2905,40,367.7,Graduate Degree,F,M,80000,Professional,13514,1195,34
2906,40,367.7,Graduate Degree,M,M,80000,Professional,13514,1195,34
2949,39,368.6,Graduate Degree,F,S,80000,Professional,13228,1146,44
2950,39,365.7,Graduate Degree,M,M,80000,Professional,13300,1159,44
3585,39,370.5,Graduate Degree,F,S,80000,Professional,13358,1091,31
3586,40,385.3,Graduate Degree,F,M,80000,Professional,14270,1140,31
3602,39,407.9,Graduate Degree,M,M,80000,Professional,14472,1206,32
3603,40,404.1,Graduate Degree,F,M,80000,Professional,14981,1184,32
3657,40,406.3,Graduate Degree,M,M,80000,Professional,15096,1156,43
4485,40,375.5,Graduate Degree,M,M,80000,Professional,13971,1048,32
4518,38,382.5,Graduate Degree,M,S,80000,Professional,13864,1041,34
4519,40,382.3,Graduate Degree,M,M,80000,Professional,14231,1060,34
4568,40,362.1,Graduate Degree,F,M,80000,Professional,13467,1019,45
5080,40,364.9,Graduate Degree,F,M,80000,Professional,13883,714,33
5102,38,395.1,Graduate Degree,F,M,80000,Professional,14398,793,35
5147,40,370.3,Graduate Degree,F,M,80000,Professional,14002,811,45
5969,39,345.8,Graduate Degree,M,S,80000,Professional,12852,636,34
5970,40,347.8,Graduate Degree,M,M,80000,Professional,13255,657,34
5984,39,367.0,Graduate Degree,M,M,80000,Professional,13483,690,35
6038,40,377.8,Graduate Degree,M,M,80000,Professional,14420,694,45
6039,38,380.1,Graduate Degree,M,S,80000,Professional,14160,655,45
6276,39,374.0,Graduate Degree,M,M,80000,Professional,13709,778,45
7232,39,364.4,Graduate Degree,F,M,80000,Professional,13553,658,45
7237,38,388.1,Graduate Degree,M,M,80000,Professional,12710,699,46
7238,39,388.2,Graduate Degree,F,M,80000,Professional,14441,700,46
7587,38,383.7,Graduate Degree,M,S,80000,Professional,13876,706,35
7690,39,371.3,Graduate Degree,M,M,80000,Professional,13766,714,45
8131,38,374.9,Graduate Degree,F,M,80000,Professional,13609,637,33
8413,38,399.7,Graduate Degree,M,M,80000,Professional,14490,697,44
9016,38,382.3,Graduate Degree,F,M,80000,Professional,13692,836,35
9204,38,407.3,Graduate Degree,M,M,80000,Professional,14642,834,45
9205,38,418.5,Graduate Degree,F,M,80000,Professional,15047,855,44
9211,38,401.3,Graduate Degree,F,M,80000,Professional,14343,904,45
9683,38,413.0,Graduate Degree,M,M,80000,Professional,14889,804,35
9684,38,413.0,Graduate Degree,F,M,80000,Professional,14889,804,35
9685,37,413.0,Graduate Degree,F,M,80000,Professional,14872,804,35
10161,37,378.8,Graduate Degree,F,M,80000,Professional,13583,798,45
10612,38,406.0,Graduate Degree,M,M,80000,Professional,14602,827,33
10943,38,411.8,Graduate Degree,F,M,80000,Professional,14845,804,45
11271,38,415.1,Graduate Degree,M,M,80000,Professional,15089,683,34
11272,38,417.8,Graduate Degree,M,M,80000,Professional,15180,696,34
11273,38,409.2,Graduate Degree,F,M,80000,Professional,14856,693,34
11904,37,427.3,Graduate Degree,F,S,80000,Professional,15070,741,44
12164,36,419.3,Graduate Degree,F,M,80000,Professional,14574,687,33
12176,36,406.8,Graduate Degree,F,M,80000,Professional,14223,622,34
12190,36,426.9,Graduate Degree,F,M,80000,Professional,14690,678,35
12408,35,374.0,Graduate Degree,F,S,80000,Professional,12589,581,46
12874,36,417.9,Graduate Degree,F,M,80000,Professional,14582,463,34
12882,34,428.2,Graduate Degree,M,M,80000,Professional,13341,467,35
12883,36,425.2,Graduate Degree,F,S,80000,Professional,14850,456,35
12884,35,420.9,Graduate Degree,M,M,80000,Professional,14649,434,35
12885,36,410.5,Graduate Degree,M,M,80000,Professional,14344,434,35
12886,36,419.7,Graduate Degree,F,M,80000,Professional,14653,456,35
12887,36,418.2,Graduate Degree,M,M,80000,Professional,14595,460,35
13357,36,388.5,Graduate Degree,M,S,80000,Professional,13631,355,45
14106,35,407.2,Graduate Degree,M,S,80000,Professional,13860,410,44
14401,35,443.7,Graduate Degree,M,M,80000,Professional,15146,385,32
14402,35,448.6,Graduate Degree,M,M,80000,Professional,15307,393,32
14430,35,418.5,Graduate Degree,F,S,80000,Professional,14272,376,34
14431,35,420.5,Graduate Degree,F,M,80000,Professional,14342,376,34
15012,34,391.7,Graduate Degree,F,S,80000,Professional,12681,636,43
15019,34,370.2,Graduate Degree,M,M,80000,Professional,12023,563,44
15329,34,358.0,Graduate Degree,M,S,80000,Professional,11551,621,32
15343,34,363.1,Graduate Degree,M,S,80000,Professional,11716,630,33
15642,33,375.7,Graduate Degree,M,S,80000,Professional,11739,891,43
15650,33,385.3,Graduate Degree,F,S,80000,Professional,12053,908,44
15651,32,366.8,Graduate Degree,M,S,80000,Professional,11186,908,44
16447,34,381.4,Graduate Degree,M,S,80000,Professional,12025,941,34
16448,33,395.6,Graduate Degree,F,M,80000,Professional,12091,970,34
16571,34,360.4,Graduate Degree,F,S,80000,Professional,11374,878,44
16572,34,340.2,Graduate Degree,F,M,80000,Professional,10702,864,44
17067,34,382.8,Graduate Degree,M,M,80000,Professional,12044,970,32
17068,34,376.2,Graduate Degree,F,M,80000,Professional,11877,915,32
17069,34,378.3,Graduate Degree,F,S,80000,Professional,11940,922,32
17195,34,385.2,Graduate Degree,F,S,80000,Professional,12231,867,42
17196,32,387.6,Graduate Degree,F,S,80000,Professional,11612,843,45
17675,33,366.2,Graduate Degree,M,M,80000,Professional,11139,928,31
18167,32,392.2,Graduate Degree,M,S,80000,Professional,11839,944,43
18168,33,376.4,Graduate Degree,F,S,80000,Professional,11483,939,43
18169,33,373.7,Graduate Degree,M,S,80000,Professional,11393,939,43
18175,33,390.7,Graduate Degree,M,S,80000,Professional,11899,994,44
18176,32,373.4,Graduate Degree,M,M,80000,Professional,11027,861,44
5624,77,310.9,Bachelors,M,S,150000,Professional,21255,2910,28
7188,71,393.0,Bachelors,M,S,150000,Professional,24863,3037,56
8952,34,491.2,Bachelors,M,S,80000,Professional,15193,2221,26
9256,34,501.3,Bachelors,F,M,80000,Professional,15893,2072,38
9597,69,355.3,Bachelors,F,M,130000,Professional,21833,2680,55
9621,34,495.5,Bachelors,F,S,90000,Professional,13784,2178,31
9632,75,286.3,Bachelors,M,S,130000,Professional,18853,2621,33
9867,69,355.0,Bachelors,M,M,130000,Professional,21786,2707,80
11853,34,551.5,Bachelors,M,M,80000,Professional,16018,2488,32
11942,34,506.2,Bachelors,F,S,100000,Professional,15616,2280,38
11947,34,513.9,Bachelors,M,S,90000,Professional,12743,2340,43
12380,122,119.3,Bachelors,F,S,30000,Professional,13799,891,42
12536,34,487.6,Bachelors,F,S,80000,Professional,15272,2210,39
12537,34,501.2,Bachelors,F,S,80000,Professional,15008,2208,38
12538,33,499.0,Bachelors,M,M,90000,Professional,14679,2192,45
12647,33,554.5,Bachelors,F,S,80000,Professional,13476,2521,30
12650,34,527.4,Bachelors,F,S,90000,Professional,16058,2346,29
12653,34,525.1,Bachelors,M,S,90000,Professional,14821,2278,30
12656,34,535.4,Bachelors,F,S,90000,Professional,16404,2278,31
13365,33,534.2,Bachelors,M,M,90000,Professional,14348,2270,33
13470,34,525.7,Bachelors,M,S,80000,Professional,14509,2299,38
13471,34,514.6,Bachelors,M,M,80000,Professional,15661,2221,38
13593,34,522.4,Bachelors,M,S,90000,Professional,15931,2341,28
13612,34,525.5,Bachelors,M,S,90000,Professional,15932,2389,31
13899,34,531.1,Bachelors,F,S,80000,Professional,14982,2153,29
13907,34,533.9,Bachelors,F,S,80000,Professional,16527,2152,31
13909,34,529.6,Bachelors,M,S,90000,Professional,16345,2121,30
13914,34,527.7,Bachelors,F,M,90000,Professional,15103,2085,31
14082,124,116.4,Bachelors,F,S,30000,Professional,13529,901,43
14218,34,504.6,Bachelors,M,M,80000,Professional,13967,2095,36
14228,34,518.7,Bachelors,M,S,80000,Professional,16095,2052,39
14816,34,559.7,Bachelors,F,M,80000,Professional,15741,2251,28
14818,34,566.6,Bachelors,M,M,80000,Professional,15979,2254,31
14825,34,566.5,Bachelors,M,M,90000,Professional,15971,2265,32
14826,34,549.8,Bachelors,F,M,90000,Professional,16179,2177,32
14979,34,352.6,Bachelors,F,S,90000,Professional,11537,450,77
15138,34,494.7,Bachelors,M,M,90000,Professional,13647,2070,37
15144,34,523.2,Bachelors,F,M,90000,Professional,15701,2180,45
15149,34,535.7,Bachelors,M,M,80000,Professional,16267,2153,37
15433,33,535.4,Bachelors,F,M,80000,Professional,14621,2254,28
15435,32,537.1,Bachelors,F,S,90000,Professional,13444,2270,29
15442,34,524.5,Bachelors,M,M,80000,Professional,16127,2133,33
15657,34,528.1,Bachelors,F,M,90000,Professional,16174,2251,34
15742,34,537.0,Bachelors,F,M,90000,Professional,16076,2291,37
15757,34,527.1,Bachelors,F,S,80000,Professional,14682,2167,39
16358,34,579.2,Bachelors,M,M,90000,Professional,17788,2424,32
16359,34,579.4,Bachelors,M,M,90000,Professional,17818,2403,31
16597,34,512.7,Bachelors,M,M,80000,Professional,15261,2113,37
16598,34,512.7,Bachelors,M,S,90000,Professional,15338,2113,38
16600,34,520.6,Bachelors,M,M,90000,Professional,14788,2155,38
16693,34,530.3,Bachelors,M,M,90000,Professional,16219,2278,37
16979,33,541.7,Bachelors,F,S,80000,Professional,13828,2254,32
17221,34,550.8,Bachelors,F,S,80000,Professional,16693,2496,38
17310,34,528.4,Bachelors,F,M,90000,Professional,14280,2397,36
17937,34,528.1,Bachelors,F,M,80000,Professional,14408,2484,29
17938,34,525.2,Bachelors,M,S,80000,Professional,15851,2468,30
17945,34,535.3,Bachelors,F,M,90000,Professional,14386,2533,31
17946,32,524.9,Bachelors,M,M,80000,Professional,14297,2515,31
18195,34,502.8,Bachelors,F,M,90000,Professional,14879,2215,37
18196,34,501.3,Bachelors,F,M,90000,Professional,14828,2215,37
18197,34,501.3,Bachelors,M,M,90000,Professional,14828,2215,37
18293,34,509.5,Bachelors,F,S,90000,Professional,15123,2201,36
18294,34,512.4,Bachelors,M,S,90000,Professional,15208,2216,36
18302,34,499.9,Bachelors,M,M,80000,Professional,14779,2217,38
18305,33,501.9,Bachelors,M,M,100000,Professional,14759,2244,44
18306,34,501.8,Bachelors,F,S,100000,Professional,14818,2243,45
18316,33,499.7,Bachelors,F,M,90000,Professional,14529,2181,45
18317,34,491.2,Bachelors,M,S,90000,Professional,14568,2132,45
18318,34,491.2,Bachelors,M,S,90000,Professional,14568,2132,45
582,83,397.6,Bachelors,F,M,40000,Professional,29291,3712,37
685,40,364.2,Bachelors,M,S,40000,Professional,13395,1173,39
686,40,383.3,Bachelors,M,M,40000,Professional,14169,1223,38
687,39,363.5,Bachelors,M,S,40000,Professional,13108,1164,38
692,40,371.3,Bachelors,F,S,40000,Professional,13741,1112,39
693,41,375.7,Bachelors,M,M,40000,Professional,14263,1140,40
811,40,354.4,Bachelors,M,S,40000,Professional,13084,1092,35
812,40,353.1,Bachelors,F,S,40000,Professional,13038,1087,35
813,40,368.9,Bachelors,M,M,40000,Professional,13725,1137,35
814,41,382.6,Bachelors,F,M,40000,Professional,14436,1249,35
833,40,366.6,Bachelors,F,S,40000,Professional,13482,1182,38
842,40,368.6,Bachelors,M,M,40000,Professional,13738,1195,39
1490,81,405.3,Bachelors,M,M,40000,Professional,29671,3778,37
1491,81,405.5,Bachelors,F,M,40000,Professional,29502,3782,37
1492,82,415.6,Bachelors,M,M,40000,Professional,30484,3960,38
1494,80,404.7,Bachelors,M,M,40000,Professional,29253,3841,38
1839,82,394.8,Bachelors,M,M,40000,Professional,28951,3758,37
1915,40,359.5,Bachelors,F,S,40000,Professional,13233,1149,37
1916,40,359.5,Bachelors,F,S,40000,Professional,13233,1149,35
1937,39,360.8,Bachelors,F,S,40000,Professional,13022,1126,39
1938,40,355.0,Bachelors,F,S,40000,Professional,13088,1111,39
1939,40,353.0,Bachelors,M,S,40000,Professional,13008,1111,38
1948,39,337.6,Bachelors,M,S,40000,Professional,12404,1086,38
1952,40,343.1,Bachelors,M,S,40000,Professional,12637,1089,40
1972,41,364.9,Bachelors,M,M,40000,Professional,13880,1081,44
2884,39,403.8,Bachelors,M,S,40000,Professional,14519,1230,36
2885,39,390.7,Bachelors,F,S,40000,Professional,14031,1205,36
2915,40,376.5,Bachelors,F,M,40000,Professional,13917,1142,39
3581,39,362.1,Bachelors,M,S,40000,Professional,13047,1075,34
3582,39,362.1,Bachelors,M,S,40000,Professional,13047,1075,34
3811,82,407.5,Bachelors,M,M,40000,Professional,30028,3733,37
3812,82,407.7,Bachelors,F,M,40000,Professional,29913,3742,37
3813,83,410.1,Bachelors,M,M,40000,Professional,30282,3755,37
3959,83,409.3,Bachelors,M,M,40000,Professional,30345,3623,38
4498,40,397.7,Bachelors,F,M,40000,Professional,14825,1083,36
4524,39,380.6,Bachelors,M,S,40000,Professional,13786,1057,39
5089,39,379.1,Bachelors,M,S,40000,Professional,14044,739,36
5131,39,371.6,Bachelors,F,S,40000,Professional,13709,782,44
5132,39,371.6,Bachelors,M,S,40000,Professional,13709,782,44
5286,82,396.4,Bachelors,F,M,40000,Professional,29044,3454,38
5287,83,390.2,Bachelors,M,M,40000,Professional,28987,3400,37
5288,83,387.3,Bachelors,F,M,40000,Professional,28751,3398,36
5425,81,400.5,Bachelors,F,M,40000,Professional,27464,3487,37
5426,81,397.5,Bachelors,F,M,40000,Professional,29028,3493,37
5427,82,399.3,Bachelors,M,M,40000,Professional,29439,3521,37
6608,39,379.1,Bachelors,M,S,40000,Professional,14057,726,39
6609,39,369.8,Bachelors,M,S,40000,Professional,13731,690,39
6610,39,374.3,Bachelors,M,S,40000,Professional,13906,690,39
6616,39,357.8,Bachelors,F,S,40000,Professional,13294,660,40
